iter	Logloss
125	0.2475965189
126	0.2472549463
127	0.2467104862
128	0.2460756351
129	0.2452471905
130	0.244618181
131	0.2444622949
132	0.2439054527
133	0.2431485938
134	0.2425723121
135	0.2419763057
136	0.2414094581
137	0.2407990014
138	0.2403889592
139	0.2401196978
140	0.2394054328
141	0.2388800275
142	0.2385409384
143	0.2380759025
144	0.2379109937
145	0.2374478578
146	0.2369521524
147	0.236657922
148	0.2360512813
149	0.2355084411
150	0.235032851
151	0.2343764582
152	0.2337970147
153	0.23352146
154	0.2331016633
155	0.2325224128
156	0.2320386719
157	0.231921357
158	0.2314511223
159	0.230974176
160	0.230520692
161	0.2299385068
162	0.2295641204
163	0.2291695918
164	0.2287570984
165	0.2284930895
166	0.2280417034
167	0.2277514945
168	0.2274888476
169	0.2270695606
170	0.2267307033
171	0.2262922349
172	0.2259801364
173	0.2256080934
174	0.2253012212
175	0.2247772364
176	0.2245006382
177	0.2241583824
178	0.2239498396
179	0.223735971
180	0.2232557968
181	0.2230985418
182	0.2229536063
183	0.2225445208
184	0.2221750433
185	0.2216451991
186	0.2213345961
187	0.2210084453
188	0.2208088383
189	0.2205260926
190	0.2202606151
191	0.2200257877
192	0.219738932
193	0.2193878828
194	0.2190153239
195	0.2188152014
196	0.2186733006
197	0.218400652
198	0.21817438
199	0.217437717
200	0.2172448221
201	0.2168889662
202	0.2167083383
203	0.2158626063
204	0.2154357871
205	0.2151282201
206	0.21483252
207	0.2144771646
208	0.2143436598
209	0.2139082579
210	0.2137523015
211	0.2135093628
212	0.2134411899
213	0.2131766799
214	0.2129641022
215	0.2128102748
216	0.2126230223
217	0.2123249601
218	0.2119958051
219	0.211650928
220	0.2113390018
221	0.211215356
222	0.2110199569
223	0.2107376428
224	0.2105294675
225	0.2102670852
226	0.2099224021
227	0.2098155049
228	0.2096557667
229	0.2094449473
230	0.2092819732
231	0.2089681493
232	0.2088040319
233	0.2086510047
234	0.2083893049
235	0.208176973
236	0.2081198518
237	0.207919908
238	0.207746943
239	0.207620812
240	0.2073700595
241	0.2072826228
242	0.2069724553
243	0.2065613294
244	0.2063510297
245	0.2062410958
246	0.2061482545
247	0.2059441187
248	0.2056541487
249	0.2054107769
250	0.2051745079
251	0.2050561648
252	0.2049314168
253	0.2046754061
254	0.204494962
255	0.2042811476
256	0.2042073058
257	0.2040273208
258	0.203563571
259	0.2033509786
260	0.2032155671
261	0.2031305268
262	0.202990756
263	0.2029163495
264	0.2028811408
265	0.2026548513
266	0.2024984081
267	0.2024178846
268	0.2021652321
269	0.2020850115
270	0.2018196273
271	0.2016588394
272	0.2013960782
273	0.2010209042
274	0.2008394555
275	0.2007633958
276	0.200618599
277	0.2004398274
278	0.2002680732
279	0.2001394932
280	0.2000525807
281	0.1998783344
282	0.1996256852
283	0.1995086546
284	0.1992493164
285	0.199060702
286	0.1989601214
287	0.1988511791
288	0.1986856199
289	0.1984471552
290	0.1982437999
291	0.1980404681
292	0.197791862
293	0.1976622418
294	0.1974283827
295	0.1972829877
296	0.1970306373
297	0.1967673662
298	0.1966494463
299	0.1964591959
300	0.1963150675
301	0.1961816266
302	0.1961251303
303	0.1958981004
304	0.1957013304
305	0.195542043
306	0.19547484
307	0.1954143343
308	0.1953008806
309	0.1950476205
310	0.194807026
311	0.1945244082
312	0.1944568487
313	0.1943535609
314	0.1940579175
315	0.1938876803
316	0.1937602833
317	0.1936129948
318	0.1934257956
319	0.193291137
320	0.1931351852
321	0.1930968489
322	0.1930013915
323	0.1927902212
324	0.192647953
325	0.192594671
326	0.1925906567
327	0.1924426489
328	0.1923840573
329	0.1921756394
330	0.1921085249
331	0.1919771652
332	0.1919102003
333	0.1916855959
334	0.1916028181
335	0.1914908232
336	0.191366235
337	0.19122471
338	0.1911027207
339	0.1908129247
340	0.1907417659
341	0.190595307
342	0.1905366096
343	0.190456788
344	0.1904227438
345	0.1903676206
346	0.1902857084
347	0.1901443374
348	0.1898682611
349	0.1897757065
350	0.1897720929
351	0.1895471157
352	0.1893606787
353	0.1891667011
354	0.1890934426
355	0.1889980021
356	0.1887866943
357	0.1886231206
358	0.188374449
359	0.1882625484
360	0.1881966797
361	0.1879858741
362	0.1878338789
363	0.1876841645
364	0.1874778764
365	0.1874008781
366	0.1871744441
367	0.1870287532
368	0.1869784197
369	0.1869492032
370	0.1869058785
371	0.1867916086
372	0.1866573731
373	0.1866103918
374	0.1864412626
375	0.1862607699
376	0.18607659
377	0.1857534752
378	0.1856337777
379	0.1852584658
380	0.1849352661
381	0.1848616474
382	0.1847596724
383	0.1845382895
384	0.1843246708
385	0.18410439
386	0.1839135816
387	0.1838011384
388	0.1837298274
389	0.1836820224
390	0.183569787
391	0.1834587419
392	0.1833141266
393	0.183293657
394	0.183110851
395	0.18300508
396	0.1828913043
397	0.1827603461
398	0.1826395911
399	0.1824405231
400	0.1823901397
401	0.1823323641
402	0.1823006708
403	0.1821408848
404	0.1821200915
405	0.1820761391
406	0.1820329033
407	0.1817786428
408	0.1817508409
409	0.1817407731
410	0.1816454076
411	0.1816415872
412	0.181638566
413	0.181485257
414	0.1813877124
415	0.181276032
416	0.1810677757
417	0.181053775
418	0.1809825102
419	0.1808503684
420	0.180737465
421	0.1806043747
422	0.1805505515
423	0.1803689289
424	0.1802046632
425	0.1800973946
426	0.1799800709
427	0.1799287376
428	0.1798168641
429	0.1796700289
430	0.1795992128
431	0.179520423
432	0.1793673927
433	0.1792303567
434	0.1790893971
435	0.1790029009
436	0.1789509672
437	0.1788432192
438	0.1787729577
439	0.1785855959
440	0.1785565202
441	0.1784754757
442	0.1784371398
443	0.1784239405
444	0.1783355973
445	0.1782783304
446	0.1779970993
447	0.1779269604
448	0.1778053993
449	0.1776662069
450	0.1774581017
451	0.177338116
452	0.1772359692
453	0.177167844
454	0.1770717256
455	0.1769056418
456	0.1766753471
457	0.1766038992
458	0.1765128085
459	0.1763573679
460	0.1763329347
461	0.176116397
462	0.1760439659
463	0.1758992732
464	0.1757229428
465	0.1756511148
466	0.1755615228
467	0.1755095599
468	0.1754687706
469	0.1754216849
470	0.1753734512
471	0.1753283911
472	0.175196069
473	0.1751714873
474	0.1749810352
475	0.1748934032
476	0.1747254997
477	0.1746914842
478	0.1746262572
479	0.1744435121
480	0.1742926178
481	0.1741459645
482	0.1740217103
483	0.1739655167
484	0.1738713515
485	0.1737735418
486	0.1737312556
487	0.1735117398
488	0.1733668587
489	0.1731923064
490	0.1730663385
491	0.1730110608
492	0.1729160353
493	0.1727755028
494	0.1725549685
495	0.1723891014
496	0.1722605604
497	0.1721124654
498	0.17205117
499	0.1719295101
500	0.1718214347
501	0.1717203015
502	0.1716623294
503	0.1715679376
504	0.1714788422
505	0.171349108
506	0.1712543624
507	0.171176919
508	0.1710965404
509	0.1710132
510	0.1709882943
511	0.1709309455
512	0.1708590063
513	0.170659621
514	0.1706474412
515	0.1705159976
516	0.1705027181
517	0.1704748188
518	0.1704420139
519	0.1703979911
520	0.1703550634
521	0.1702494134
522	0.1701476347
523	0.1700540357
524	0.1699666028
525	0.1698604981
526	0.1695986826
527	0.1693545817
528	0.1691270706
529	0.1690160049
530	0.1689752118
531	0.168828754
532	0.168739903
533	0.1686109104
534	0.1685341887
535	0.1683823552
536	0.1683374748
537	0.1682105299
538	0.1680695756
539	0.1680145711
540	0.1678488142
541	0.1676890053
542	0.1675451134
543	0.1673235419
544	0.1672266104
545	0.16714118
546	0.1669742844
547	0.1669194286
548	0.1668111258
549	0.1666842446
550	0.1665926066
551	0.1664701088
552	0.1663567968
553	0.1662828459
554	0.1661521131
555	0.1660849732
556	0.1659096691
557	0.1658165104
558	0.1656770987
559	0.1656033741
560	0.1654296331
561	0.1653226424
562	0.1653061049
563	0.1651928987
564	0.1650757173
565	0.1649653229
566	0.1649038046
567	0.1647428513
568	0.1647203376
569	0.1646735427
570	0.164629311
571	0.1646275236
572	0.1645148659
573	0.1644891738
574	0.1644764205
575	0.1644316426
576	0.1643556153
577	0.1641586011
578	0.1640432654
579	0.1640260089
580	0.163934973
581	0.1636993397
582	0.1635440462
583	0.1634691353
584	0.1632712586
585	0.1631835713
586	0.1631264094
587	0.1630893798
588	0.163047136
589	0.1629363066
590	0.1629207033
591	0.162817943
592	0.1627329681
593	0.1626847424
594	0.1625870277
595	0.1624894421
596	0.1624241162
597	0.1622210168
598	0.1621378754
599	0.1620569585
600	0.1619684207
601	0.1619555849
602	0.1618321313
603	0.1617341295
604	0.1616208815
605	0.1615115144
606	0.1615002738
607	0.1613645924
608	0.1612674141
609	0.1611946527
610	0.1611189537
611	0.161093785
612	0.1610421457
613	0.160987101
614	0.1609062888
615	0.1607646455
616	0.1607183161
617	0.1606034187
618	0.1604502063
619	0.160419231
620	0.1603786595
621	0.160249381
622	0.1601317191
623	0.1600142356
624	0.159872481
625	0.1598484118
626	0.1597815873
627	0.1597695289
628	0.1596337418
629	0.159454064
630	0.1593680945
631	0.1592710457
632	0.1592147153
633	0.1591771617
634	0.1591281748
635	0.1590429483
636	0.1589935971
637	0.1589032711
638	0.1588041057
639	0.158744642
640	0.1585744932
641	0.1585266448
642	0.1584684556
643	0.1583747234
644	0.1583008192
645	0.1582429545
646	0.1581219807
647	0.1579654018
648	0.157916961
649	0.1578890674
650	0.1577504009
651	0.1577481612
652	0.1576613559
653	0.1576606669
654	0.1574974911
655	0.1574669603
656	0.1573770559
657	0.1573148541
658	0.1572941215
659	0.1572271149
660	0.1570557537
661	0.1569685874
662	0.1568108196
663	0.1566790064
664	0.1566609025
665	0.1565372005
666	0.1564696157
667	0.1562568623
668	0.1561193731
669	0.15605896
670	0.1558796006
671	0.1558091574
672	0.1557272632
673	0.1556562334
674	0.1555579789
675	0.1554584041
676	0.1553262244
677	0.155199981
678	0.1550714185
679	0.1550072343
680	0.1549770453
681	0.154938418
682	0.154839181
683	0.1546141921
684	0.154569675
685	0.1545129059
686	0.1544242086
687	0.1543544549
688	0.154235521
689	0.1542018538
690	0.1541420631
691	0.1541391576
692	0.1540128151
693	0.1539070528
694	0.153777398
695	0.1536694881
696	0.1535938636
697	0.1535168334
698	0.1534202992
699	0.1533778733
700	0.1532848048
701	0.1532138784
702	0.1531656881
703	0.1530379232
704	0.1529345111
705	0.1529210832
706	0.1528939504
707	0.1528260459
708	0.1527549726
709	0.1526919275
710	0.1526275024
711	0.1525837176
712	0.152491127
713	0.15236884
714	0.1523277289
715	0.1522504292
716	0.1522040813
717	0.1521446972
718	0.1521049553
719	0.1520934216
720	0.1520271761
721	0.1519671793
722	0.1518866318
723	0.1517453825
724	0.1516155347
725	0.1515236275
726	0.1514738526
727	0.1514360489
728	0.151380363
729	0.151263391
730	0.1512408094
731	0.1512077969
732	0.1511388496
733	0.151097314
734	0.1510549544
735	0.1509809176
736	0.150960024
737	0.1509112398
738	0.150880646
739	0.1508280876
740	0.1508272936
741	0.1508215784
742	0.1507305564
743	0.1507286548
744	0.1506890803
745	0.1506393782
746	0.1505691587
747	0.1505685016
748	0.1505679762
749	0.1505066599
750	0.1504686731
751	0.1503341805
752	0.1502783286
753	0.1502259476
754	0.1502244597
755	0.1502051315
756	0.1501072253
757	0.1500992481
758	0.1500104871
759	0.1500005749
760	0.1499496045
761	0.1498572878
762	0.1498068413
763	0.1497699995
764	0.1497050864
765	0.1496780241
766	0.1496492439
767	0.149570163
768	0.1495432399
769	0.14931736
770	0.1492193546
771	0.1491547705
772	0.1490736689
773	0.1490090233
774	0.1489504167
775	0.1489018248
776	0.1488671663
777	0.1488317623
778	0.1488277712
779	0.14875482
780	0.1486620188
781	0.1486240065
782	0.1484370097
783	0.1482406451
784	0.1481655434
785	0.1481096179
786	0.148088545
787	0.1480464174
788	0.1479667743
789	0.1479177343
790	0.1478616096
791	0.1478528519
792	0.1478109201
793	0.147710872
794	0.1475979525
795	0.1475421867
796	0.1474927565
797	0.1473885721
798	0.1473273981
799	0.1472699717
800	0.1472130578
801	0.1472093478
802	0.147138606
803	0.1469817142
804	0.1467663976
805	0.1466703475
806	0.1466115881
807	0.146583591
808	0.1465231992
809	0.1464336759
810	0.1464024402
811	0.1463011264
812	0.1462649496
813	0.14617987
814	0.1461487728
815	0.1460964826
816	0.1460577121
817	0.1460387343
818	0.1459028747
819	0.145834871
820	0.1457939403
821	0.1457688189
822	0.1456656147
823	0.1455957632
824	0.145545569
825	0.1453225716
826	0.1451880442
827	0.1451093846
828	0.145022211
829	0.1449186109
830	0.1448685443
831	0.1447385321
832	0.1446785613
833	0.144604532
834	0.1445453224
835	0.1444913875
836	0.144422386
837	0.1444072616
838	0.1443518197
839	0.1442163353
840	0.1440810759
841	0.1439594404
842	0.1438996687
843	0.1437992396
844	0.1437773096
845	0.1437626517
846	0.1436980581
847	0.1436208429
848	0.1436090162
849	0.1435317853
850	0.1434720044
851	0.1433162352
852	0.1432448326
853	0.1431842674
854	0.1431715275
855	0.1429858382
856	0.1428650641
857	0.1428587665
858	0.1427946406
859	0.1427582807
860	0.1426585566
861	0.1425669394
862	0.1424888592
863	0.1422860293
864	0.1421862815
865	0.1420920832
866	0.1420743664
867	0.1419780006
868	0.1418995522
869	0.1417951514
870	0.1416723402
871	0.1416111693
872	0.141565064
873	0.1415515556
874	0.1414608178
875	0.141394345
876	0.1412961719
877	0.1412057824
878	0.1411325377
879	0.1410544349
880	0.1409933633
881	0.1409534059
882	0.1409323991
883	0.1409118056
884	0.1408231261
885	0.1407604666
886	0.1406728328
887	0.1406623722
888	0.1406430546
889	0.1405712476
890	0.1404983503
891	0.1404497711
892	0.14035396
893	0.1403063203
894	0.140266558
895	0.140131978
896	0.140077545
897	0.1399670918
898	0.1398612139
899	0.1397918823
900	0.1397540598
901	0.1396467835
902	0.1394911954
903	0.139471331
904	0.1394280916
905	0.1394144333
906	0.1393840412
907	0.1392443148
908	0.1391728277
909	0.1391108029
910	0.1390160837
911	0.1389494711
912	0.1389275776
913	0.138890803
914	0.138840359
915	0.1388375175
916	0.1388012009
917	0.1387541831
918	0.1387026294
919	0.1386510603
920	0.1385179397
921	0.1384594835
922	0.1383945547
923	0.1383048736
924	0.1382916348
925	0.1382451064
926	0.1381487168
927	0.13807214
928	0.1379244905
929	0.1378616205
930	0.1378150862
931	0.1377936776
932	0.1377579327
933	0.137719795
934	0.1376473828
935	0.1375960317
936	0.1374856266
937	0.1372944481
938	0.1372317489
939	0.1371632737
940	0.1370892116
941	0.1370221392
942	0.1369613168
943	0.1368738522
944	0.1367546299
945	0.1366758871
946	0.1366456602
947	0.1365309902
948	0.1365014913
949	0.136432071
950	0.1363920087
951	0.1363531302
952	0.1363065386
953	0.136212647
954	0.1361292587
955	0.1361027969
956	0.1360656831
957	0.1360280946
958	0.1359323809
959	0.1358839956
960	0.1357984974
961	0.1357299789
962	0.1357173774
963	0.135668561
964	0.1356027814
965	0.1355739552
966	0.1355324252
967	0.1354745728
968	0.135369245
969	0.1353333949
970	0.1352979679
971	0.1352799806
972	0.1352278678
973	0.135201387
974	0.1351471227
975	0.1350892426
976	0.134969088
977	0.134941387
978	0.1348677059
979	0.1348416334
980	0.1348166819
981	0.1347947255
982	0.1347397987
983	0.1346881968
984	0.1346626943
985	0.1346375034
986	0.1345582484
987	0.1345219255
988	0.1344630026
989	0.1344479604
990	0.1344091921
991	0.1344002082
992	0.134379561
993	0.1343583114
994	0.1343408675
995	0.1341915851
996	0.1341737033
997	0.1340913064
998	0.1339922173
999	0.1338692625
